Customer ID,Parent Product,Claim Date,Documentation Date,Status,Claim Category,Claim Tracking Number,Vendor ID,Storage Fee,Insurance Amount,Holding Fee,Total Acquisition Cost
J12548685,TREE_48075,2005-06-16,2005-06-21,COMPLETE,S-CAN,24827750,23160,8,64,0,96720
J12548687,TREE_48075,2005-04-07,2005-04-14,COMPLETE,S-CAN,24827414,6492,136,1436,0,15348
J12548689,TREE_48075,2005-05-26,2005-05-26,COMPLETE,S-CAN,25033852,147328,28,688,0,12440
J12548690,TREE_48075,2005-05-02,2005-05-03,COMPLETE,S-CAN,24893036,28552,40,264,0,34240
J12548701,TREE_48075,2005-06-12,2005-06-23,COMPLETE,S-CAN,24827354,144488,96,1224,0,59080
J12548702,TREE_48075,2005-04-13,2005-04-15,COMPLETE,S-CAN,24889800,3296,72,648,0,12300
J12548706,TREE_48075,2005-05-02,2005-05-07,COMPLETE,S-CAN,24799872,148416,56,1268,0,10180
J12548712,TREE_48075,2005-05-16,2005-05-16,COMPLETE,S-CAN,25033632,24752,108,160,0,86400
J12548717,TREE_48075,2005-05-18,2005-05-18,COMPLETE,S-CAN,24649122,147708,92,416,0,14320
J12548720,TREE_48075,2005-03-29,2005-03-30,COMPLETE,S-CAN,24642624,6388,88,528,0,80720
J12548743,TREE_48075,2005-07-05,2005-07-05,COMPLETE,S-CAN,24827778,145768,16,1060,0,40800
J12548754,TREE_48075,2005-06-14,2005-06-15,COMPLETE,S-CAN,24998896,35236,40,1200,0,14532
J12548757,TREE_48075,2005-05-20,2005-05-26,COMPLETE,S-CAN,25032052,17404,56,820,0,83600
J12548769,TREE_48075,2005-06-10,2005-06-11,COMPLETE,S-CAN,24641970,148168,120,52,0,13968
J12548770,TREE_48075,2005-03-20,2005-03-21,COMPLETE,S-CAN,24642006,147832,24,1152,0,10528
J12548772,TREE_48075,2005-06-06,2005-06-08,COMPLETE,S-CAN,24645364,147708,44,316,0,11812
J12548777,TREE_48075,2005-05-27,2005-05-28,COMPLETE,S-CAN,25031256,21512,120,540,0,22160
J12548778,TREE_48075,2005-07-23,2005-07-23,COMPLETE,S-CAN,24896798,29052,108,1224,0,36840
J12548779,TREE_48075,2005-07-02,2005-07-07,COMPLETE,S-CAN,24821782,149088,48,1196,0,41520
J12548783,TREE_48075,2005-04-11,2005-04-11,COMPLETE,S-CAN,24829008,149472,88,664,0,13240
J12548786,TREE_48075,2005-06-21,2005-06-23,COMPLETE,S-CAN,24898338,1824,48,1552,0,79400
J12548787,TREE_48075,2005-06-08,2005-06-13,COMPLETE,S-CAN,24825134,20364,132,228,0,11436
J12548792,TREE_48075,2005-06-14,2005-06-15,COMPLETE,S-CAN,25028292,204748,28,304,0,10456
J12548794,TREE_48075,2005-05-26,2005-06-01,COMPLETE,S-CAN,24801522,11792,100,692,0,82800
J12548795,TREE_48075,2005-07-08,2005-07-09,COMPLETE,S-CAN,24801998,148292,104,868,0,77600
J12548799,TREE_48075,2005-06-05,2005-06-07,COMPLETE,S-CAN,24640162,145248,12,1444,0,92200
J12548805,TREE_48075,2005-06-06,2005-06-11,COMPLETE,S-CAN,24642370,144488,104,1312,0,71120
J12548808,TREE_48075,2005-03-21,2005-03-26,COMPLETE,S-CAN,24644616,9996,96,16,0,49040
J12548811,TREE_48075,2005-06-18,2005-06-18,COMPLETE,S-CAN,25031498,147572,44,484,0,57880
J12548813,TREE_48075,2005-06-12,2005-06-13,COMPLETE,S-CAN,24892118,149700,96,820,0,27000
J12548820,TREE_48075,2005-05-02,2005-05-07,COMPLETE,S-CAN,24896044,145768,44,344,0,15260
J12548822,TREE_48075,2005-04-25,2005-05-07,COMPLETE,S-CAN,24828060,144488,80,468,0,14008
J12548823,TREE_48075,2005-05-26,2005-05-26,COMPLETE,S-CAN,25002256,1132,136,424,0,27600
J12548826,TREE_48075,2005-05-23,2005-05-24,COMPLETE,S-CAN,25023848,145848,60,552,0,90720
J12548829,TREE_48075,2005-04-14,2005-04-15,COMPLETE,S-CAN,24642856,204792,4,644,0,11720
J12548830,TREE_48075,2005-04-25,2005-04-27,COMPLETE,S-CAN,24642880,33632,60,996,0,11304
J12548834,TREE_48075,2005-03-30,2005-03-30,COMPLETE,S-CAN,24649224,149208,96,652,0,58600
J12548839,TREE_48075,2005-04-18,2005-04-26,COMPLETE,S-CAN,24645678,22616,68,1028,0,70680
J12548843,TREE_48075,2005-05-09,2005-05-14,COMPLETE,S-CAN,24648314,18096,0,1280,0,69280
J12548845,TREE_48075,2005-06-09,2005-06-24,COMPLETE,S-CAN,24644796,200084,88,3832,0,65796
J12548850,TREE_48075,2005-06-30,2005-07-08,COMPLETE,S-CAN,24893168,35500,8,1152,0,91800
J12548852,TREE_48075,2005-06-26,2005-07-03,COMPLETE,S-CAN,24824374,21188,140,620,0,88120
J12548853,TREE_48075,2005-05-03,2005-05-03,COMPLETE,S-CAN,24828052,16816,56,1288,0,10132
J12548860,TREE_48075,2005-06-24,2005-06-25,COMPLETE,S-CAN,25002516,11204,116,692,0,12440
J12548869,TREE_48075,2005-06-17,2005-06-18,COMPLETE,S-CAN,24799156,2236,92,380,0,22240
J12548871,TREE_48075,2005-05-21,2005-05-21,COMPLETE,S-CAN,24800900,145568,88,1156,0,95000
J12548876,TREE_48075,2005-05-20,2005-05-30,COMPLETE,S-CAN,24674540,204852,128,840,0,74400
J12548883,TREE_48075,2005-07-20,2005-07-27,COMPLETE,S-CAN,25026176,29244,100,1056,0,17204
J12548889,TREE_48075,2005-06-22,2005-06-23,COMPLETE,S-CAN,24644394,35236,12,1148,0,94000
J12548895,TREE_48075,2005-05-28,2005-06-03,COMPLETE,S-CAN,24648954,18096,116,1104,0,11924
J12548896,TREE_48075,2005-06-01,2005-06-05,COMPLETE,S-CAN,24643358,2236,104,160,0,67440
