Customer ID,Parent Product,Claim Date,Documentation Date,Status,Claim Category,Claim Tracking Number,Vendor ID,Storage Fee,Insurance Amount,Holding Fee,Total Acquisition Cost
J12548693,TREE_48075,,,INCOMPLETE,,,,116,828,0,58640
J12548696,TREE_48075,,,INCOMPLETE,,,,156,760,0,32720
J12548714,TREE_48075,,,INCOMPLETE,,,,64,668,0,89960
J12548719,TREE_48075,,,INCOMPLETE,,,,84,1516,0,10144
J12548747,TREE_48075,,,INCOMPLETE,,,,76,600,0,14000
J12548760,TREE_48075,,,INCOMPLETE,,,,12,660,0,81200
J12548789,TREE_48075,,,INCOMPLETE,,,,20,512,0,35320
J12548803,TREE_48075,,,INCOMPLETE,,,,104,312,0,12068
J12548825,TREE_48075,,,INCOMPLETE,,,,104,372,0,7200
J12548827,TREE_48075,,,INCOMPLETE,,,,44,592,0,46320
J12548835,TREE_48075,,,INCOMPLETE,,,,116,652,0,4000
J12548844,TREE_48075,,,INCOMPLETE,,,,32,836,0,11748
J12548849,TREE_48075,,,INCOMPLETE,,,,8,1160,0,12864
J12548872,TREE_48075,,,INCOMPLETE,,,,68,1172,0,15616
J12548912,TREE_48075,,,INCOMPLETE,,,,4,1148,0,68120
J12548920,TREE_48075,,,INCOMPLETE,,,,40,648,0,63680
J12548928,TREE_48075,,,INCOMPLETE,,,,8,1496,0,14124
J12548946,TREE_48075,,,INCOMPLETE,,,,132,896,0,18120
J12548948,TREE_48075,,,INCOMPLETE,,,,44,836,0,10848
J12548953,TREE_48075,,,INCOMPLETE,,,,52,360,0,65120
J12548962,TREE_48075,,,INCOMPLETE,,,,24,1404,0,68160
J12548973,TREE_48075,,,INCOMPLETE,,,,16,204,0,12368
J12548996,TREE_48075,,,INCOMPLETE,,,,80,1032,0,12996
J12549009,TREE_48075,,,INCOMPLETE,,,,20,460,0,29800
J12549050,TREE_48075,,,INCOMPLETE,,,,136,276,0,13044
J12549067,TREE_48075,,,INCOMPLETE,,,,92,1260,0,52000
J12549070,TREE_48075,,,INCOMPLETE,,,,84,1228,0,13560
J12549112,TREE_48075,,,INCOMPLETE,,,,140,92,0,97760
J12549113,TREE_48075,,,INCOMPLETE,,,,108,1420,0,12388
J12549153,TREE_48075,,,INCOMPLETE,,,,108,292,0,14792
J12549168,TREE_48075,,,INCOMPLETE,,,,88,1000,0,75120
J12549175,TREE_48075,,,INCOMPLETE,,,,64,456,0,12956
J12549185,TREE_48075,,,INCOMPLETE,,,,8,956,0,60000
J12549218,TREE_48075,,,INCOMPLETE,,,,44,1476,0,29760
J12549228,TREE_48075,,,INCOMPLETE,,,,96,1352,0,50080
J12549285,TREE_48075,,,INCOMPLETE,,,,112,1124,0,66680
J12549299,TREE_48075,,,INCOMPLETE,,,,116,660,0,10240
J12549302,TREE_48075,,,INCOMPLETE,,,,68,672,0,43800
J12549310,TREE_48075,,,INCOMPLETE,,,,76,120,0,49360
J12549311,TREE_48075,,,INCOMPLETE,,,,108,724,0,90440
J12549312,TREE_48075,,,INCOMPLETE,,,,56,488,0,67920
J12549313,TREE_48075,,,INCOMPLETE,,,,12,516,0,15188
J12549338,TREE_48075,,,INCOMPLETE,,,,28,772,0,13576
J12549354,TREE_48075,,,INCOMPLETE,,,,68,1292,0,12340
J12549365,TREE_48075,,,INCOMPLETE,,,,16,468,0,16960
J12549374,TREE_48075,,,INCOMPLETE,,,,20,1224,0,39320
J12549397,TREE_48075,,,INCOMPLETE,,,,132,104,0,16408
J12549401,TREE_48075,,,INCOMPLETE,,,,64,1324,0,13084
J12549402,TREE_48075,,,INCOMPLETE,,,,20,676,0,98520
J12549411,TREE_48075,,,INCOMPLETE,,,,24,304,0,68880
J12549416,TREE_48075,,,INCOMPLETE,,,,96,28,0,13008
J12549446,TREE_48075,,,INCOMPLETE,,,,60,204,0,12068
J12549465,TREE_48075,,,INCOMPLETE,,,,40,260,0,39600
J12549492,TREE_48075,,,INCOMPLETE,,,,68,628,0,13088
J12549535,TREE_48075,,,INCOMPLETE,,,,12,368,0,14532
J12549559,TREE_48075,,,INCOMPLETE,,,,60,4968,0,38904
J12549560,TREE_48075,,,INCOMPLETE,,,,16,892,0,15152
J12549568,TREE_48075,,,INCOMPLETE,,,,68,168,0,69320
J12549599,TREE_48075,,,INCOMPLETE,,,,56,948,0,10760
J12549675,TREE_48075,,,INCOMPLETE,,,,56,208,0,36240
J12549680,TREE_48075,,,INCOMPLETE,,,,16,272,0,61080
J12549692,TREE_48075,,,INCOMPLETE,,,,112,3736,0,10232
J12549722,TREE_48075,,,INCOMPLETE,,,,116,592,0,12044
J12549746,TREE_48075,,,INCOMPLETE,,,,8,1332,0,16416
J12549758,TREE_48075,,,INCOMPLETE,,,,96,372,0,30800
J12549769,TREE_48075,,,INCOMPLETE,,,,84,492,0,62560
J12549777,TREE_48075,,,INCOMPLETE,,,,20,448,0,13924
J12549796,TREE_48075,,,INCOMPLETE,,,,32,412,0,12788
J12549797,TREE_48075,,,INCOMPLETE,,,,40,1000,0,38320
J12549798,TREE_48075,,,INCOMPLETE,,,,28,572,0,58960
J12549818,TREE_48075,,,INCOMPLETE,,,,20,320,0,59720
J12549834,TREE_48075,,,INCOMPLETE,,,,68,1448,0,12848
J12549871,TREE_48075,,,INCOMPLETE,,,,76,804,0,12400
J12549885,TREE_48075,,,INCOMPLETE,,,,132,4,0,45960
J12549890,TREE_48075,,,INCOMPLETE,,,,28,408,0,77120
J12549891,TREE_48075,,,INCOMPLETE,,,,56,28,0,52280
J12549899,TREE_48075,,,INCOMPLETE,,,,16,408,0,11044
J12549909,TREE_48075,,,INCOMPLETE,,,,132,392,0,12860
J12549920,TREE_48075,,,INCOMPLETE,,,,120,1672,0,16796
J12549957,TREE_48075,,,INCOMPLETE,,,,104,932,0,30440
J12549978,TREE_48075,,,INCOMPLETE,,,,104,712,0,74320
J12549984,TREE_48075,,,INCOMPLETE,,,,100,1260,0,89720
